,pdbid,-logKd/Ki
1282,3rxl,2.62
1283,4amw,1.55
1284,4twy,3.97
1285,1me8,7.19
1286,1q1g,8.57
1287,4jjm,7.57
1288,4j3m,7.68
1289,2zkj,5.48
1290,1f0s,7.74
1291,4umr,3.8
1292,1bl4,8.74
1293,3uef,4.68
1294,2f9u,7.39
1295,3fnu,6.16
1296,3v49,8.02
1297,2jdp,6.6
1298,1ajp,2.23
1299,4mk7,6.36
1300,3hky,7.1
1301,2x0y,4.6
1302,3slz,6.99
1303,4ovh,4.85
1304,4tw7,7.59
1305,5ai4,3.47
1306,5ddf,6.17
1307,3chd,4.92
1308,1ai7,4.09
1309,3mv0,3.85
1310,1ype,8.1
1311,2pj4,7.89
1312,4fxq,5.77
1313,2ym6,6.06
1314,4d1y,7.13
1315,4kg1,6.56
1316,4mg7,6.36
1317,5a6n,4.28
1318,2yol,6.89
1319,4zj5,7.66
1320,2uzl,6.21
1321,1tkt,6.15
1322,4fht,6.17
1323,3kb7,8.15
1324,1rd4,7.74
1325,2erz,5.66
1326,1yuc,6.91
1327,1d8m,8.51
1328,5ajp,5.3
1329,1bdr,6.68
1330,4ybt,7.0
1331,4k3r,3.59
1332,3kpv,3.74
1333,1fo2,4.7
1334,1g6g,6.28
1335,3fuc,9.72
1336,2hzy,7.39
1337,4fk6,9.7
1338,4xjs,7.12
1339,2xpa,5.39
1340,4xgz,7.62
1341,4dgn,6.46
1342,4lm4,3.04
1343,2ms4,4.82
1344,4dy6,4.4
1345,1n0t,4.91
1346,4qwg,5.97
1347,5akg,4.46
1348,4c66,4.1
1349,3o9e,11.3
1350,3h2n,3.67
1351,1ykr,6.25
1352,1ua4,4.22
1353,3upf,6.7
1354,1mxu,5.4
1355,2wev,8.0
1356,1tl3,6.2
1357,1i9o,8.42
1358,3okv,6.23
1359,1zvx,9.22
1360,4jh0,9.03
1361,4rz1,7.4
1362,3kx1,7.0
1363,3vrw,9.39
1364,3ty0,7.08
1365,2fv5,11.7
1366,4cq0,5.09
1367,4qjw,7.8
1368,5afj,4.38
1369,2pvn,9.46
1370,2pgz,5.74
1371,4y4v,3.65
1372,4nh9,6.43
1373,4ty9,2.05
1374,1sqi,7.7
1375,1inc,9.34
1376,4z90,4.66
1377,2waj,6.4
1378,1xsc,4.3
1379,4pd9,3.33
1380,3g1d,3.48
1381,1x7q,6.73
1382,1gt4,6.52
1383,7hvp,9.62
1384,3upz,5.6
1385,3krj,8.96
1386,1haa,8.7
1387,3f7u,6.61
1388,3t3e,5.99
1389,4lys,4.34
1390,1q6t,8.3
1391,2qcg,4.0
1392,1bqm,7.35
1393,4erz,7.06
1394,3hxc,5.28
1395,1c3e,6.59
1396,4oc5,7.07
1397,2w10,6.77
1398,4man,11.0
1399,2xb7,9.19
1400,1dkd,5.7
1401,3efs,5.34
1402,2f18,4.1
1403,4dhp,4.44
1404,4xtx,10.57
1405,4dhu,5.3
1406,1ymx,4.85
1407,1qxw,5.15
1408,2ly0,4.8
1409,2o4l,9.22
1410,2d1x,5.1
1411,4zur,7.17
1412,1jik,9.7
1413,2q5k,11.3
1414,2j9n,4.7
1415,4jmh,8.68
1416,5ake,7.82
1417,4oag,6.3
1418,6abp,6.36
1419,1g98,5.7
1420,4eev,8.33
1421,2iw9,8.05
1422,2las,5.74
1423,2h9t,4.7
1424,4djo,11.52
1425,1a4r,6.66
1426,1gjc,6.35
1427,2cni,7.68
1428,3msk,4.59
1429,1qka,5.92
1430,3tdc,8.27
1431,4i2z,4.87
1432,2qwd,4.85
1433,3ddq,6.68
1434,4i9u,3.86
1435,3c5u,8.19
1436,4tyl,3.22
1437,3d9v,8.22
1438,3as2,3.44
1439,3iad,9.0
1440,3smq,5.02
1441,5a5q,4.68
1442,4ljh,4.71
1443,2aux,9.3
1444,4eh5,3.09
1445,4pp7,7.96
1446,4wph,5.8
1447,4kqr,3.9
1448,4c37,7.71
1449,2xdw,8.37
1450,4q7s,4.42
1451,4r3b,6.25
1452,3nzs,7.12
1453,1c5n,4.7
1454,2we3,4.43
1455,4xyc,7.51
1456,4l32,6.84
1457,1zrz,5.24
1458,1qkb,7.35
1459,3k3g,2.85
1460,1t7j,8.7
1461,1n3z,4.2
1462,1t29,6.05
1463,3o0u,7.92
1464,4nms,4.94
1465,1gvk,3.05
1466,3vje,8.01
1467,2fx8,6.52
1468,4db7,6.56
1469,4cts,5.0
1470,1a1e,6.0
1471,2cne,8.77
1472,4h1e,8.52
1473,2pow,7.2
1474,1z9y,7.19
1475,1b05,7.12
1476,4dgm,5.92
1477,4k6w,5.35
1478,4ymx,7.1
1479,3ueo,4.03
1480,4g1f,7.77
1481,2l6e,6.0
1482,4h3b,5.17
1483,2w8y,9.09
1484,3eky,9.64
1485,3zmu,4.3
1486,4jog,3.72
1487,4xsx,5.0
1488,4occ,8.7
1489,1wtg,7.03
1490,3evf,6.77
1491,3qs6,4.89
1492,3kvw,6.89
1493,4b6f,3.3
1494,4bdf,4.09
1495,4xu2,9.23
1496,3skf,8.3
1497,2x38,6.89
1498,3c1x,7.35
1499,3aqt,6.72
1500,4iho,5.1
1501,4hw3,6.49
1502,1czl,9.15
1503,3gkz,8.0
1504,5c6o,3.7
1505,3wde,6.91
1506,3phe,7.8
1507,4cst,8.89
1508,3mi2,7.77
1509,3nxq,8.15
1510,1qpb,1.36
1511,1m7d,6.23
1512,3tcg,5.87
1513,3qnd,4.85
1514,2hwh,5.7
1515,2vnm,8.52
1516,3nwe,7.6
1517,1k21,8.38
1518,1cw2,6.15
1519,1jev,6.89
1520,2ity,7.27
1521,4mg6,5.62
1522,3bb1,3.6
1523,3t0m,3.94
1524,4ktc,9.0
1525,2xiz,3.89
1526,3bze,6.0
1527,4whq,4.12
1528,4re4,6.87
1529,4as9,4.79
1530,3r24,5.25
1531,3iww,7.96
1532,1bxq,7.38
1533,1bb0,8.36
1534,3svv,6.94
1535,2c3l,5.07
1536,4yc9,8.89
1537,3eyg,8.8
1538,4x9r,7.82
1539,4u0m,5.77
1540,2v7d,6.59
1541,4up5,2.6
1542,4eft,4.07
1543,1xh3,5.51
1544,1pkx,6.92
1545,4j1c,7.31
1546,3ms4,3.28
1547,4i8n,4.46
1548,4y5h,7.82
1549,1j07,7.68
1550,2ai8,6.8
1551,1ork,8.81
1552,4ijh,4.33
1553,3b4f,8.14
1554,2np8,7.38
1555,4djq,10.32
1556,1dzp,5.44
1557,4bgk,6.28
1558,2ay7,2.3
1559,3sx4,8.52
1560,3p3u,6.48
1561,1uou,7.7
1562,4fvr,6.0
1563,2a3a,2.82
1564,4yzm,5.27
1565,1n5r,5.66
1566,1iy7,6.19
1567,4mma,6.04
1568,1hdt,7.76
1569,4bcc,8.05
1570,4uu7,6.08
1571,3e16,5.24
1572,3fw3,7.37
1573,2ioa,5.49
1574,1tq4,6.19
1575,1b3f,6.89
1576,2fsa,5.3
1577,2yfa,5.07
1578,3uvl,5.69
1579,1b52,7.12
1580,1v79,7.89
1581,2viy,5.74
1582,1rt9,10.25
1583,1u3s,8.85
1584,4j03,7.59
1585,4uiu,7.9
1586,4cy1,6.74
1587,2ym5,6.37
1588,4riu,7.3
1589,1bl7,7.72
1590,4i3z,4.29
1591,1pmv,6.82
1592,2w8j,2.96
1593,1ibg,8.55
1594,2nnq,8.7
1595,3wd1,7.66
1596,2fgu,9.18
1597,2pix,4.3
1598,1b39,6.92
1599,2ewa,7.94
1600,4wn5,7.41
1601,4hej,4.62
1602,2e9n,8.21
1603,2cmc,5.76
1604,2vvt,5.24
1605,2uy3,3.22
1606,2aq7,3.3
1607,4j0s,6.42
1608,2evc,6.54
1609,3gds,6.51
1610,3nga,8.0
1611,1o9k,6.47
1612,4k10,6.92
1613,3n9r,7.15
1614,3at1,3.18
1615,1ywi,3.43
1616,4qz4,5.01
1617,2wly,6.6
1618,1wzy,6.25
1619,4pz5,6.92
1620,1q5k,7.42
1621,1inh,2.3
1622,4bt9,3.84
1623,4pnn,4.52
1624,3w0l,7.02
1625,1bq3,5.4
1626,3jzc,8.53
1627,4z2l,5.85
1628,1pr1,5.3
1629,3mb7,6.7
1630,3iw5,6.08
1631,3arw,6.15
1632,4trc,4.52
1633,2cji,8.22
1634,4z2b,7.76
1635,4mz6,5.02
1636,3uyr,6.9
1637,2idw,8.89
1638,2jal,4.82
1639,4lkh,3.0
1640,2py4,6.7
1641,4nni,5.5
1642,3d9k,4.72
1643,2fky,8.59
1644,4rj4,7.8
1645,4qpd,7.82
1646,2l1b,3.96
1647,4e3m,9.7
1648,3m96,7.22
1649,4r91,6.37
1650,3tll,4.39
1651,2c8w,8.43
1652,3as3,3.8
1653,4tn4,6.33
1654,2ypp,4.41
1655,4a22,8.49
1656,4kil,6.3
1657,4x3t,4.54
1658,2c94,6.82
1659,5djv,7.11
1660,4uil,7.24
1661,1c3x,3.68
1662,2g24,5.4
1663,4jk5,7.55
1664,2wzy,10.72
1665,3ert,9.6
1666,1v41,4.7
1667,2qfo,4.7
1668,3wt5,9.54
1669,2g1y,7.05
1670,4abj,7.47
1671,3kn0,3.6
1672,4ek9,4.42
1673,1vwl,5.63
1674,2wfj,7.15
1675,4efk,2.49
1676,11gs,5.82
1677,3ijz,5.22
1678,3vtd,7.92
1679,2y7i,5.54
1680,3mfv,2.52
1681,4bo6,6.74
1682,3i06,9.7
1683,3vi2,3.77
1684,2wf4,7.89
1685,3oy8,3.66
1686,1bo5,3.6
1687,4cfm,4.74
1688,4hkk,5.54
1689,1bra,1.82
1690,4kxl,6.22
1691,4mk2,6.14
1692,3uii,5.0
1693,4drm,5.24
1694,1bm7,7.52
1695,2nqi,6.11
1696,3n5j,5.22
1697,1xge,4.68
1698,4w9g,5.26
1699,3u6i,9.0
1700,1p57,4.4
1701,4mhs,5.29
1702,3nnw,8.05
1703,5bot,4.41
1704,4cgi,3.12
1705,3ddu,7.4
1706,2qpu,3.6
1707,3igv,7.6
1708,4avi,7.63
1709,1ydd,7.07
1710,3wkb,4.21
1711,4anw,7.74
1712,3gs7,5.44
1713,4gtq,8.3
1714,1i00,6.34
1715,1cin,8.73
1716,4uns,6.7
1717,4egk,7.72
1718,1d7x,8.52
1719,1f47,4.67
1720,3d4f,7.72
1721,3n46,4.3
1722,5c3p,4.46
1723,1f40,6.0
1724,3du8,6.84
1725,4azt,4.17
1726,3lk0,3.16
1727,1wug,5.8
1728,4i72,9.05
1729,2csn,4.41
1730,3b66,8.6
1731,1oz0,7.7
1732,3r7n,6.15
1733,1j80,6.52
1734,4lov,7.77
1735,3kr0,4.7
1736,4fic,4.7
1737,1gwq,7.12
1738,2ez5,5.52
1739,3kqe,8.09
1740,3ful,3.7
1741,1jlr,3.33
1742,3rxo,4.08
1743,2w6q,4.6
1744,3uyt,7.85
1745,2v57,7.1
1746,1juj,6.96
1747,3d7f,9.3
1748,4j0t,6.74
1749,2hd1,3.3
1750,3vsw,6.89
1751,4mti,8.92
1752,3oob,4.67
1753,3heg,6.74
1754,2haw,4.92
1755,1ikv,6.28
1756,4ono,5.19
1757,3h2f,4.06
1758,4ban,8.61
1759,4ymb,6.21
1760,2zxb,5.3
1761,3td4,5.66
1762,3u4w,8.4
1763,2io6,7.52
1764,1ms6,9.52
1765,3f17,8.63
1766,1r9l,5.4
1767,1okl,6.03
1768,4cl6,5.39
1769,3k26,3.4
1770,4l6t,7.49
1771,2v5x,6.66
1772,5aae,7.46
1773,3aje,5.03
1774,1juq,4.25
1775,3jrx,9.0
1776,4iuu,5.65
1777,1jqd,5.16
1778,1toj,3.39
1779,2zzu,7.41
1780,5djr,4.86
1781,2obj,7.3
1782,4qjm,8.17
1783,3buf,3.1
1784,2iw4,9.3
1785,4j17,7.27
1786,4u70,5.02
1787,3d91,9.15
1788,5d1u,5.96
1789,3vg1,7.26
1790,3agl,7.8
1791,3gvu,8.0
1792,4dei,9.0
1793,4btl,5.6
1794,4dem,7.55
1795,2wmu,4.38
1796,3owl,6.17
1797,3ap4,3.92
1798,1e72,3.22
1799,3hkq,5.34
1800,1gpy,4.7
1801,2xxr,6.55
1802,1awh,6.08
1803,2c1b,6.4
1804,2r3k,7.0
1805,4xc2,5.37
1806,2wik,3.18
1807,2wmr,4.28
1808,4why,8.1
1809,2yer,7.7
1810,6gpb,4.85
1811,4wk2,6.94
1812,3cqw,7.38
1813,4mr6,6.6
1814,4avj,7.44
1815,2y58,5.5
1816,1v2s,4.17
1817,4qtn,6.85
1818,4bj8,8.29
1819,3q4b,9.33
1820,4z3v,8.4
1821,2zga,6.32
1822,4u0x,6.23
1823,3pm1,5.93
1824,3sm1,5.84
1825,2r38,7.44
1826,3bun,6.21
1827,2bz6,7.09
1828,1kr3,5.0
1829,3dxm,6.0
1830,4nrc,3.62
1831,1yvh,7.37
1832,2f6y,3.87
1833,1yqj,8.14
1834,2hwp,7.14
1835,2ama,8.0
1836,2r5q,8.57
1837,5afv,5.59
1838,4nhy,5.64
1839,2gfa,4.98
1840,4k5z,3.0
1841,4lkt,5.9
1842,2q89,6.3
1843,4b6s,6.01
1844,2feq,8.86
1845,4m2r,8.49
1846,2nyr,4.66
1847,1exv,7.35
1848,2az8,8.22
1849,3fkt,5.55
1850,3ch9,3.3
1851,2rin,4.0
1852,1fwe,5.6
1853,3fdn,7.48
1854,4c1e,7.14
1855,4fcb,8.54
1856,1fmb,10.0
1857,3ati,3.73
1858,1jd0,8.24
1859,4d1j,6.31
1860,3t83,6.98
1861,2bbb,8.62
1862,4urm,8.05
1863,1k1j,7.55
1864,3qs8,4.74
1865,3l8v,8.1
1866,3dpo,8.26
1867,2y5g,6.84
1868,4j1h,6.11
1869,5c6v,4.8
1870,1tkb,8.0
1871,4mz5,6.1
1872,2ynd,7.49
1873,1h9z,5.42
1874,4ih3,4.82
1875,2e99,6.16
1876,5a5z,4.08
1877,4leg,4.55
1878,4cwt,6.75
1879,3wiz,8.36
1880,4dt2,4.37
1881,4umn,7.2
1882,2nmy,8.37
1883,3ds9,7.39
1884,3rik,2.47
1885,2r1y,4.51
1886,1njt,4.82
1887,3kqt,5.34
1888,4nw6,8.4
1889,2p4s,9.51
1890,4j70,5.24
1891,3cpj,4.72
1892,3zke,6.8
1893,4pkv,5.25
1894,4g2w,8.8
1895,2yiw,9.1
1896,2zpk,7.76
1897,2wic,5.39
1898,3gst,6.72
1899,4ow0,6.82
1900,1utc,4.55
1901,4hcv,6.4
1902,3dkj,5.7
1903,1fdq,7.27
1904,3zlw,3.7
1905,4qiy,7.3
1906,4mzo,6.57
1907,4x34,6.12
1908,1qf5,7.37
1909,4nuc,6.04
1910,4dpf,6.4
1911,3f9w,4.72
1912,4xjt,5.14
1913,3b1u,5.72
1914,1zm7,3.0
1915,2vgc,5.24
1916,2qe5,5.79
1917,4u93,7.89
1918,1rek,6.7
1919,4pzv,5.7
1920,3q44,6.31
1921,2v25,5.72
1922,4qvw,5.38
1923,1k6v,6.92
1924,4rgd,3.94
1925,3ta1,3.25
1926,1uef,5.49
1927,3bux,5.63
1928,3ucj,6.0
1929,4hkn,5.96
1930,2std,9.85
1931,2am9,8.41
1932,3wnr,6.28
1933,3dcs,7.94
1934,1c12,8.72
1935,2vti,6.18
1936,3nw7,8.28
1937,3vw0,4.67
1938,3ii5,7.62
1939,3cic,8.52
1940,4nh7,8.4
1941,2jmj,5.04
1942,2itt,8.77
1943,1b6l,8.3
1944,2wei,8.47
1945,4o2e,8.0
1946,4mp7,5.74
1947,1irs,5.22
1948,1o4f,3.52
1949,1qcp,7.52
1950,3g90,6.36
1951,4pv7,6.63
1952,4ega,7.19
1953,5c29,6.06
1954,1eas,7.74
1955,3r1v,6.92
1956,4jxv,4.51
1957,1ukh,6.38
1958,2isc,8.42
1959,4au8,6.26
1960,1a28,8.29
1961,3ue4,8.96
1962,3ezv,5.98
1963,2xwe,6.02
1964,4tsx,4.99
1965,4asj,7.55
1966,5cp9,3.51
1967,3e85,5.38
1968,1pxk,5.66
1969,3gn7,8.3
1970,2yj2,7.92
1971,3kga,7.21
1972,1o2n,6.09
1973,3a73,3.38
1974,1maw,1.1
1975,4aa1,4.12
1976,2fwz,7.3
1977,5ea6,7.41
1978,4f0c,6.27
1979,1v2l,4.29
1980,3u10,5.44
1981,4mzh,7.18
1982,4nyi,3.06
1983,4r73,7.64
1984,4cpu,7.53
1985,4p2t,5.43
1986,2r05,5.15
1987,1d4h,10.0
1988,4cl9,7.3
1989,3oyq,7.99
1990,4p4b,7.85
1991,2avs,7.57
1992,3u6a,6.49
1993,2etm,6.67
1994,4c35,6.25
1995,4wxi,8.08
1996,3jzp,6.6
1997,3pjg,3.55
1998,1oj5,6.1
1999,4q93,4.65
2000,4l7f,6.8
2001,1o5m,8.72
2002,2pja,8.66
2003,3d67,4.96
2004,4nxu,5.54
2005,4fab,8.06
2006,4rxd,6.52
2007,4lpf,3.51
2008,2f8g,8.7
2009,3ckb,2.98
2010,4mwu,8.49
2011,3t3d,4.91
2012,1u2r,5.41
2013,3dp2,5.82
2014,2gg3,6.24
2015,2vxa,5.6
2016,4bg1,6.31
2017,2vwu,6.46
2018,4c6x,3.76
2019,2yix,8.48
2020,1e9h,7.46
2021,1g7q,6.06
2022,4m6u,2.74
2023,4mex,6.7
2024,1ba8,9.0
2025,1pun,7.28
2026,3so6,5.39
2027,3t08,3.04
2028,4idt,7.0
2029,4ebv,5.38
2030,3qs4,4.68
2031,2imb,4.22
2032,4afg,8.3
2033,4kov,3.75
2034,3g8o,7.8
2035,3g2w,5.66
2036,3ieo,6.48
2037,1xzx,10.22
2038,3qk5,7.74
2039,2vgo,6.3
2040,4r6v,7.45
2041,4b81,4.92
2042,1etz,7.24
2043,1ec0,8.49
2044,3c6w,5.62
2045,3ibn,7.61
2046,3iae,3.89
2047,2ogz,7.08
2048,4gee,9.0
2049,3zxe,3.35
2050,2ymt,8.0
2051,3b7i,5.82
2052,3nnx,7.96
2053,1a69,5.3
2054,3arb,6.63
2055,4y8d,8.05
2056,4j5p,7.92
2057,1sln,6.64
2058,3lc3,5.23
2059,1h61,4.89
2060,3f36,2.89
2061,4ch8,5.99
2062,4zji,6.47
2063,3f15,8.1
2064,4hwb,9.24
2065,1uv5,8.3
2066,2xp2,9.0
2067,4yk5,7.64
2068,2rnw,2.98
2069,4dru,8.62
2070,1gj5,4.96
2071,2hzn,7.39
2072,1i8i,7.66
2073,1at6,4.07
2074,3njy,5.77
2075,4ap7,7.96
2076,5a46,7.66
2077,3o8g,5.13
2078,3gjs,4.99
2079,2qhy,7.48
2080,3qfv,5.77
2081,1jut,7.32
2082,2h1h,4.52
2083,1okx,6.8
2084,4cp5,3.34
2085,1f92,6.19
2086,2jsd,7.77
2087,3osw,6.15
2088,2ien,9.0
2089,1ozv,1.44
2090,4i7b,5.7
2091,5edr,7.46
2092,2wa4,4.74
2093,2w0j,6.62
2094,1nzv,6.4
2095,4b05,7.58
2096,3tcp,8.37
2097,4dtt,5.54
2098,4io6,4.82
2099,1xlx,7.6
2100,3twr,5.19
2101,3h0y,8.22
2102,4mwb,6.49
2103,3g58,9.28
2104,3aya,4.33
2105,4pri,4.03
2106,1j01,6.47
2107,5ap0,8.26
2108,4j51,6.59
2109,2a4l,6.4
2110,2iws,6.36
2111,1ayv,8.0
2112,2yb0,3.85
2113,4jpx,5.15
2114,4r1v,9.0
2115,1pzi,4.22
2116,1u32,7.01
2117,4bcs,6.99
2118,4pnw,5.05
2119,3kxz,7.46
2120,3s0j,3.77
2121,3c3q,4.32
2122,3ip9,5.62
2123,1ogd,3.03
2124,4ael,7.92
2125,1uye,3.7
2126,2vrx,7.35
2127,3nex,6.0
2128,4i1c,8.1
2129,3qvv,4.42
2130,3isj,3.68
2131,1ysg,3.52
2132,2h2e,3.0
2133,4kba,8.22
2134,2y9q,6.15
2135,2pvh,6.59
2136,1sqp,8.2
2137,1fpp,8.0
2138,2hwi,5.52
2139,1yp9,5.11
2140,2lkk,6.7
2141,1aq7,6.05
2142,3g9n,5.74
2143,1v1j,4.82
2144,4pyq,5.36
2145,3m55,6.21
2146,1qfs,9.48
2147,2c97,6.14
2148,4m5o,6.42
2149,3k0k,5.43
2150,1x76,8.72
2151,3kdd,8.46
2152,4heu,10.01
2153,3dxh,3.19
2154,3tti,8.22
2155,4b11,5.64
2156,3oys,8.05
2157,1thl,6.42
2158,1ztq,8.89
2159,3kgt,5.51
2160,3zjc,5.05
2161,2bve,3.67
2162,1wv7,7.26
2163,1sdu,10.07
2164,1ajv,7.72
2165,4b8p,6.85
2166,1d4y,11.1
2167,4ieh,7.85
2168,4hyf,7.6
2169,1f90,7.92
2170,2bw7,5.7
2171,4lrr,5.22
2172,4oak,4.22
2173,2pvu,6.31
2174,1bim,8.92
2175,4zjr,7.54
2176,4dfb,4.6
2177,2obf,8.85
2178,3qx9,4.05
2179,4o05,7.43
2180,1o2p,4.85
2181,2xp7,5.77
2182,1sqo,7.46
2183,1p5e,4.81
2184,5aux,5.0
2185,5dq8,4.14
2186,2hy0,9.19
2187,4c0r,4.91
2188,3s75,6.82
2189,4io7,3.68
2190,3ip6,6.6
2191,3ole,7.83
2192,3ppm,9.54
2193,5cvd,6.41
2194,4lxk,8.4
2195,1rti,4.77
2196,1ta2,8.52
2197,4jik,7.74
2198,2d1n,8.15
2199,5e8f,8.64
2200,3pck,6.7
2201,1ld8,8.46
2202,3dsz,7.77
2203,5e1d,5.39
2204,1v0k,5.1
2205,2wo9,7.21
2206,4bcm,6.91
2207,1b46,5.28
2208,4kn4,7.24
2209,2o4k,10.46
2210,2f1g,7.54
2211,4wvu,5.71
2212,4i54,6.96
2213,4a4x,7.23
2214,1ajx,7.91
2215,3ob1,5.42
2216,2pwd,4.4
2217,1mem,7.94
2218,3u8m,8.89
2219,4x6m,8.24
2220,2lsk,4.89
2221,4msc,5.96
2222,1gx0,4.22
2223,2vpp,6.12
2224,2hyy,6.77
2225,1o4e,3.3
2226,3r01,5.24
2227,2qrh,4.71
2228,3rz1,8.74
2229,4j8g,4.19
2230,1o5f,6.07
2231,2v2q,4.15
2232,3p2k,4.7
2233,4yoi,6.48
2234,4nue,6.82
2235,3i73,5.49
2236,4qjx,7.28
2237,4lbl,4.96
2238,3b8z,6.54
2239,1dbk,8.1
2240,3u6h,9.0
2241,1trd,5.4
2242,3dt1,8.62
2243,4hv7,3.52
2244,2xu3,6.8
2245,2or4,5.02
2246,1skj,5.15
2247,4mbl,8.54
2248,3hl7,7.64
2249,3g1v,3.19
2250,1n43,10.55
2251,1ke8,6.0
2252,2c6c,7.52
2253,2cm8,5.87
2254,4cd6,3.59
2255,2bok,6.55
2256,3pz3,6.85
2257,2fv9,7.22
2258,3lvp,8.7
2259,2uwo,8.7
2260,3t3c,10.23
2261,3kv2,7.32
2262,3oik,6.17
2263,4lvt,10.36
2264,3o86,7.15
2265,3ho9,6.1
2266,4ayr,7.0
2267,1g05,8.51
2268,3f0r,6.89
2269,4g90,4.51
2270,4x6s,5.24
2271,1hsg,9.42
2272,3m8p,8.68
2273,2dri,6.89
2274,2y8i,5.89
2275,2wi5,6.05
2276,4ec4,7.6
2277,3fdt,4.52
2278,1dmt,8.7
2279,3qto,4.13
2280,3k39,8.08
2281,1a07,6.4
2282,2cbz,3.93
2283,3uda,5.01
2284,1hef,9.0
2285,3g2j,4.75
2286,3wd2,6.24
2287,4yl1,6.67
2288,1m7q,8.59
2289,4o0v,8.48
2290,1eub,8.72
2291,1vij,9.52
2292,1sqn,9.4
2293,4dgb,3.89
2294,1f57,5.64
2295,4iut,5.72
2296,4hy4,8.57
2297,4hfz,5.72
2298,4l2g,6.68
2299,1a7t,1.64
2300,4b7z,4.31
2301,2r1x,4.8
2302,4mb9,8.0
2303,4ai5,2.92
2304,4ezx,5.8
2305,4ge7,8.15
2306,3jq8,4.46
2307,2rqu,4.63
2308,1hi5,4.04
2309,4awg,5.96
2310,1r1j,8.64
2311,2vtd,4.07
2312,3wzj,8.18
2313,3dv1,6.23
2314,2xib,7.26
2315,4aml,2.1
2316,2x2i,8.7
2317,3jdw,3.6
2318,3rjw,7.57
2319,1ec9,3.1
2320,1li6,3.8
2321,1njc,5.55
2322,1nli,3.59
2323,4joe,3.56
2324,3hek,8.27
2325,3ls4,6.3
2326,2w9h,6.37
2327,4gu6,7.36
2328,2z7i,7.0
2329,2o5k,7.82
2330,3c3o,4.36
2331,1ddm,5.77
2332,3dc3,8.31
2333,4l4v,5.78
2334,5bsk,6.22
2335,3oyw,4.11
2336,3bx5,8.46
2337,1apb,5.82
2338,1g53,9.04
2339,1af6,1.82
2340,4l9i,4.89
2341,3wyl,8.85
2342,4y2y,5.05
2343,2q63,7.18
2344,3iok,7.96
2345,2fxu,8.15
2346,3qch,5.48
2347,1ove,9.13
2348,3c4f,5.72
2349,4xtt,7.37
2350,1nt1,8.89
2351,2yj8,8.19
2352,4bck,8.4
2353,1b32,7.1
2354,2ban,9.0
2355,4prb,3.88
2356,3gcv,7.13
2357,4gqp,9.6
2358,1we2,4.36
2359,4yz5,2.83
2360,3i8t,3.22
2361,4b70,5.2
2362,3str,8.4
2363,2l7u,3.98
2364,3u93,6.31
2365,3amv,7.97
2366,4ej8,5.39
2367,1v2k,6.19
2368,4mka,9.0
2369,3oyp,8.7
2370,3ctr,5.16
2371,3pi5,6.02
2372,4ncm,7.0
2373,4qw0,5.14
2374,4yrt,2.78
2375,4awq,6.32
2376,2ra0,7.8
2377,5c83,6.8
2378,3pxe,5.7
2379,3fk1,2.62
2380,3g4k,6.54
2381,2aeb,8.3
2382,4dhs,4.8
2383,1mdl,3.09
2384,3a1t,4.83
2385,4pov,8.28
2386,4rt0,5.5
2387,2ycr,7.16
2388,3isw,4.05
2389,2yek,7.21
2390,4n5g,5.0
2391,2xmy,9.96
2392,1uw6,7.34
2393,4m48,6.81
2394,3fj7,3.71
2395,4bqs,4.21
2396,4zzy,5.6
2397,1tsy,4.96
2398,4glr,9.46
2399,4qtc,6.4
2400,3sv7,6.08
2401,1x8r,6.12
2402,2y68,3.6
2403,4i8w,10.9
2404,3n3g,7.24
2405,4l2x,7.41
2406,2a25,4.62
2407,3qa2,6.68
2408,2zjf,7.72
2409,2i03,9.0
2410,3zcl,8.0
2411,4loj,6.52
2412,2p98,6.19
2413,4pmp,6.4
2414,5ai0,3.69
2415,1v0l,7.55
2416,3c94,6.87
2417,4awf,5.57
2418,3biz,7.24
2419,4e34,6.01
2420,2ajb,5.5
2421,2qw1,3.9
2422,4p4s,4.94
2423,3d2r,5.48
2424,4x6n,8.82
2425,4p75,4.1
2426,3iiy,4.8
2427,4pnc,5.43
2428,3pd8,6.46
2429,3kw9,9.0
2430,2gcd,5.52
2431,4gzt,7.77
2432,1efy,8.22
2433,3roc,8.19
2434,4p7e,4.76
2435,3ryz,8.62
2436,4k7o,4.3
2437,3qio,6.84
2438,3wf8,6.63
2439,2bts,7.7
2440,3o9c,12.05
2441,1br6,3.22
2442,1x11,6.49
2443,3u15,7.11
2444,4n6z,7.8
2445,4nmt,4.85
2446,2w70,4.92
2447,4awi,6.0
2448,2wbd,6.64
2449,4fk7,5.24
2450,4a4e,3.32
2451,4f49,6.09
2452,1qbs,9.47
2453,3v0l,5.52
2454,2c1a,6.77
2455,1hk2,6.77
2456,4poh,8.0
2457,2ye9,6.22
2458,3kqd,9.4
2459,3zmj,4.93
2460,3t1a,8.37
2461,4bqy,5.96
2462,3eka,3.0
2463,3t6b,6.36
2464,1nox,7.05
2465,5aml,9.15
2466,4qxj,5.9
2467,1sfi,10.0
2468,4lq9,4.85
2469,1j81,7.1
2470,4hgs,8.3
2471,4ery,7.27
2472,4kox,4.77
2473,2hfp,8.52
2474,1w3j,6.32
2475,2p2h,7.17
2476,4kc2,3.31
2477,4u2y,3.99
2478,1dth,8.22
2479,3p9h,5.06
2480,3ut5,5.74
