,pdbid,-logKd/Ki
1280,2x95,4.95
1281,2qzx,8.22
1282,4x7i,7.69
1283,4qxq,5.7
1284,1qb1,6.77
1285,4elh,8.09
1286,3uw4,7.77
1287,1a42,9.89
1288,2lya,4.19
1289,3fx6,6.8
1290,2c0o,5.91
1291,4m5l,4.72
1292,4z83,7.4
1293,1d4y,11.1
1294,2yb0,3.85
1295,4eg5,8.1
1296,3moh,2.84
1297,3th8,6.25
1298,3b7i,5.82
1299,4zip,9.68
1300,3wf6,7.48
1301,4mk0,5.2
1302,3d1y,8.22
1303,3mam,4.12
1304,2f7p,6.6
1305,4qw3,6.61
1306,2whp,4.0
1307,3bl9,7.18
1308,4mbl,8.54
1309,4dhl,4.48
1310,2jo9,4.28
1311,3b8q,9.3
1312,3vyf,8.8
1313,3wv1,11.41
1314,3tpp,7.82
1315,4l6t,7.49
1316,2vw2,3.3
1317,5e8f,8.64
1318,3te5,4.91
1319,4ceb,2.97
1320,5dqe,3.63
1321,4bnt,3.86
1322,4nxu,5.54
1323,4b95,4.28
1324,2gfa,4.98
1325,3heg,6.74
1326,2ajd,10.8
1327,2vnm,8.52
1328,3gp0,7.44
1329,1pxo,8.7
1330,1yw8,8.0
1331,3g6g,8.55
1332,4z2l,5.85
1333,4j08,6.66
1334,1stc,8.1
1335,3hfj,4.44
1336,4bo2,7.3
1337,3mvh,9.3
1338,3u6j,8.21
1339,5dtj,4.47
1340,2wtx,2.89
1341,2ll6,10.0
1342,4i33,8.33
1343,1f8d,3.4
1344,1uwf,6.82
1345,1tet,6.08
1346,1fwe,5.6
1347,4y79,7.96
1348,3bkk,6.08
1349,3cgy,3.15
1350,3lpr,5.96
1351,5aut,5.17
1352,1u9q,8.33
1353,4anq,6.22
1354,3v4j,5.04
1355,4ea1,6.44
1356,3fu5,4.12
1357,1py2,7.22
1358,1b6m,8.4
1359,2jbl,5.89
1360,3l1n,5.63
1361,3mj5,6.49
1362,1b3l,5.89
1363,4i9o,5.72
1364,2g6p,6.22
1365,1pz5,5.4
1366,1fo0,5.59
1367,5alo,6.13
1368,1wax,4.07
1369,3kvx,6.83
1370,2fvc,7.49
1371,2v13,7.59
1372,3q8d,7.22
1373,4wy7,6.78
1374,1xn2,10.52
1375,3lq5,6.96
1376,4aif,4.84
1377,3ts4,8.72
1378,3oyq,7.99
1379,4efk,2.49
1380,3ikc,7.46
1381,2qq7,5.24
1382,1ad8,6.6
1383,3fqk,7.09
1384,1d3d,9.09
1385,2bqw,8.52
1386,4gto,7.98
1387,2i1r,5.01
1388,2pv2,5.91
1389,4lh3,1.52
1390,4pb2,4.8
1391,1bdq,6.34
1392,2wxi,8.15
1393,2xup,12.39
1394,1q5l,3.22
1395,3dkj,5.7
1396,3kac,3.13
1397,2azm,5.66
1398,3q4l,7.26
1399,4qlv,7.85
1400,4fyo,7.33
1401,2vip,5.28
1402,1bq3,5.4
1403,1veb,7.41
1404,1owj,7.32
1405,4ayq,7.33
1406,4aj4,3.89
1407,4os6,6.44
1408,3w69,7.24
1409,3nuu,3.77
1410,2zkj,5.48
1411,1qsc,3.68
1412,2vr0,4.42
1413,1qbq,8.3
1414,2w77,9.19
1415,1g4k,5.7
1416,2e7l,7.54
1417,1c2t,6.59
1418,4ehg,7.19
1419,2ql9,9.03
1420,1b2i,5.51
1421,1n1v,3.85
1422,3di6,7.0
1423,4dsu,2.82
1424,1ele,6.85
1425,3wq6,4.59
1426,3uw9,4.56
1427,4b5b,6.41
1428,2cle,3.55
1429,3cib,7.85
1430,4iqt,6.11
1431,3kjn,5.19
1432,4i47,6.92
1433,3h9f,7.92
1434,2vqt,6.0
1435,3ebl,6.3
1436,4i9s,6.79
1437,4gh6,7.68
1438,3sl4,7.57
1439,3e73,3.15
1440,3snc,4.39
1441,1g3c,5.8
1442,4a0j,6.0
1443,4bxu,7.0
1444,2llo,5.82
1445,3l59,3.7
1446,4p4f,6.77
1447,4bi0,4.23
1448,3hxc,5.28
1449,2xfi,7.82
1450,1iky,8.26
1451,2rr4,4.78
1452,3np9,4.4
1453,2uzd,6.74
1454,1obx,5.72
1455,3n5u,5.92
1456,3f6e,2.38
1457,4fxj,3.62
1458,2xnp,6.44
1459,2zdx,3.19
1460,4c70,3.52
1461,4y6p,7.16
1462,3zm5,6.74
1463,2wk6,3.32
1464,4q06,7.66
1465,4hyh,9.0
1466,1vyz,6.54
1467,3f5k,4.62
1468,1mqi,7.63
1469,9icd,3.9
1470,4l7b,5.64
1471,1gfz,4.0
1472,2vba,4.6
1473,4mfe,2.27
1474,4axm,7.89
1475,2p7g,6.53
1476,3uec,4.21
1477,4kow,4.31
1478,1w5y,8.48
1479,1fm9,9.0
1480,3c1k,9.44
1481,2x7u,5.27
1482,1q5k,7.42
1483,3jq7,5.92
1484,2l11,4.82
1485,1fls,7.48
1486,1oz0,7.7
1487,1ind,10.05
1488,2xiy,2.44
1489,4mpe,6.37
1490,2fgu,9.18
1491,2ya6,5.7
1492,3d7f,9.3
1493,1ecq,3.0
1494,4wki,8.3
1495,1ets,8.22
1496,1me3,7.19
1497,1r5h,6.74
1498,3kb3,6.82
1499,4jfd,4.44
1500,4mvx,7.24
1501,3m53,5.31
1502,2xzg,4.74
1503,1rhm,5.76
1504,1i8j,4.41
1505,2ooh,5.89
1506,4b4q,5.75
1507,2hf8,5.47
1508,5c3k,3.96
1509,3kfc,8.55
1510,3pdq,6.74
1511,4wf2,8.1
1512,4prg,7.15
1513,3n2e,4.96
1514,4kn2,7.27
1515,3qk5,7.74
1516,5bvn,8.82
1517,1q1y,7.7
1518,5dk4,8.7
1519,2fgh,6.55
1520,4tuh,4.0
1521,1flr,10.0
1522,2wmu,4.38
1523,2gph,5.3
1524,4ijp,7.8
1525,1cwb,7.89
1526,1oyq,6.96
1527,4wym,4.0
1528,3qt6,5.37
1529,2fum,6.1
1530,1lst,7.85
1531,4x3k,4.56
1532,4m48,6.81
1533,1w8m,1.6
1534,4rvk,7.87
1535,3diw,6.72
1536,3d04,6.05
1537,3mtw,7.04
1538,4y7r,5.03
1539,1f9e,8.7
1540,3g6m,1.71
1541,4u0n,5.77
1542,3ine,6.77
1543,2rd6,8.3
1544,1ikx,8.15
1545,1lxf,4.1
1546,4bea,8.3
1547,1c9d,6.3
1548,3ex3,4.44
1549,2csn,4.41
1550,5cs3,2.15
1551,3nif,5.1
1552,4qp7,5.23
1553,3e62,4.39
1554,4hxr,5.39
1555,1i8h,4.54
1556,1s5z,3.21
1557,4r76,7.85
1558,3qch,5.48
1559,2yis,8.77
1560,4k0o,3.0
1561,3uzp,7.89
1562,4kz0,5.38
1563,2cgf,6.41
1564,3ocz,7.46
1565,4x0f,7.0
1566,3o9l,9.66
1567,1fzk,8.4
1568,1v2t,4.71
1569,3d52,3.28
1570,3ejq,8.57
1571,2rm0,4.03
1572,2r58,2.0
1573,3iok,7.96
1574,1ykr,6.25
1575,4zo5,9.82
1576,3hqh,4.2
1577,3arg,7.26
1578,4kiu,3.85
1579,4qp6,3.46
1580,1f57,5.64
1581,1bn1,9.34
1582,4acg,9.66
1583,1o32,5.74
1584,4lar,4.68
1585,2o3z,5.7
1586,4e4a,2.05
1587,4m12,6.05
1588,3cr4,4.28
1589,1abt,5.85
1590,5azg,5.54
1591,4j3m,7.68
1592,3zps,8.3
1593,1rd4,7.74
1594,3dcc,8.96
1595,1tnk,1.49
1596,4bib,6.6
1597,1qka,5.92
1598,1atl,6.28
1599,3ctr,5.16
1600,4bqw,7.48
1601,4g17,7.54
1602,4rj4,7.8
1603,4uat,5.89
1604,2ql5,8.1
1605,1jt1,3.4
1606,3zy5,6.64
1607,1hy7,5.39
1608,3ivv,5.43
1609,3at1,3.18
1610,1ax2,3.99
1611,4kni,7.78
1612,3kdu,6.46
1613,2nn8,3.59
1614,3p9h,5.06
1615,1f0u,7.16
1616,4j8r,7.7
1617,1msn,9.09
1618,2vwu,6.46
1619,4amw,1.55
1620,1lyx,4.54
1621,4rlk,5.02
1622,3u4i,3.89
1623,3bel,7.85
1624,1w2k,6.46
1625,3n7h,4.5
1626,3nuy,3.46
1627,3gvb,2.59
1628,1qk4,4.21
1629,3f38,2.62
1630,1qhc,7.57
1631,4uit,6.7
1632,1q91,4.15
1633,4xh2,8.22
1634,4asd,9.28
1635,1bty,4.74
1636,2vyt,2.74
1637,2a2x,7.69
1638,5a5r,5.9
1639,4xar,6.97
1640,1qku,9.59
1641,4j3d,8.28
1642,4tw9,7.7
1643,4kxm,5.59
1644,4utn,6.15
1645,4y5s,3.73
1646,5fjw,5.4
1647,3uqp,7.31
1648,1w9v,6.34
1649,2hzl,6.57
1650,4a16,9.37
1651,4zly,5.46
1652,3jzi,5.3
1653,2bz6,7.09
1654,1uxb,2.15
1655,2dxs,7.34
1656,4pkv,5.25
1657,1uvs,5.4
1658,4dff,7.46
1659,3s3n,7.06
1660,4zba,5.51
1661,1pzp,3.31
1662,3r0i,6.92
1663,3fmq,7.95
1664,5cnm,6.81
1665,3str,8.4
1666,4kbc,7.85
1667,4ght,5.78
1668,2r64,7.52
1669,3ifp,7.61
1670,4u2y,3.99
1671,4d1c,5.7
1672,2gj5,8.32
1673,1uvr,6.0
1674,3fdt,4.52
1675,4qy3,6.82
1676,4bis,5.85
1677,2pqb,7.2
1678,3s22,5.46
1679,3dvp,5.0
1680,2xey,5.19
1681,4qpd,7.82
1682,4aze,8.11
1683,4a9u,7.22
1684,1wbo,3.0
1685,5als,7.72
1686,3l4u,7.52
1687,1ntk,10.49
1688,4lng,5.62
1689,2xba,7.63
1690,3t64,6.7
1691,1j01,6.47
1692,1mrn,4.52
1693,1qf0,7.38
1694,2epn,7.22
1695,4nrt,6.0
1696,2bys,9.52
1697,3i7i,6.21
1698,3qmk,6.1
1699,3pjg,3.55
1700,3uh4,7.96
1701,1add,6.74
1702,6rsa,4.4
1703,1uvt,7.64
1704,3ipy,6.29
1705,1jws,4.85
1706,2vpn,6.72
1707,2gyi,7.0
1708,3ook,8.4
1709,3mp6,5.96
1710,4iue,6.55
1711,3erk,4.74
1712,2hdx,6.26
1713,4u5s,2.41
1714,2fjn,7.41
1715,1qfs,9.48
1716,4fbx,7.66
1717,4c4j,8.52
1718,1qy1,6.52
1719,4ufi,6.2
1720,2pvu,6.31
1721,3mbl,7.74
1722,3v5j,7.96
1723,1zd5,4.87
1724,4mg8,6.48
1725,2psx,5.77
1726,3vid,6.21
1727,1cka,5.72
1728,4mho,5.08
1729,2cer,9.22
1730,3jqg,4.74
1731,1m5c,6.3
1732,4huo,4.7
1733,2r8q,3.24
1734,3g6z,9.7
1735,4xc2,5.37
1736,4q09,8.17
1737,3b8h,4.2
1738,4i71,7.74
1739,4ocp,6.1
1740,2cma,6.73
1741,5ew3,8.92
1742,2qhm,6.18
1743,4bqh,5.59
1744,3vhd,9.28
1745,4jmh,8.68
1746,2r7g,6.05
1747,3rtn,7.13
1748,3m59,5.24
1749,1uy6,3.7
1750,2y2i,4.59
1751,2in6,7.64
1752,3arw,6.15
1753,4gv1,8.52
1754,3qxc,5.77
1755,3t03,6.8
1756,4io6,4.82
1757,2i3h,7.4
1758,3tpr,7.7
1759,4tjy,6.44
1760,2vt3,4.15
1761,1pxp,6.66
1762,1rgk,4.31
1763,3k2f,7.2
1764,2doo,7.17
1765,2x85,3.89
1766,4m8x,10.2
1767,3qip,6.89
1768,2v3u,3.0
1769,4bkj,8.72
1770,3vyd,6.39
1771,1y4z,7.24
1772,4qr5,7.22
1773,2nnv,7.52
1774,3s9y,6.44
1775,2p4s,9.51
1776,4d3h,6.43
1777,1u3q,8.46
1778,4qo4,8.3
1779,3acl,6.22
1780,3ehw,4.82
1781,4lpf,3.51
1782,2uxz,8.48
1783,4gs9,5.66
1784,4h71,4.45
1785,4hco,4.32
1786,4leg,4.55
1787,2xxt,8.05
1788,5aep,7.17
1789,4rvr,6.87
1790,1hk3,6.59
1791,4fe6,10.0
1792,4lgu,8.68
1793,3w5n,3.87
1794,2vte,3.91
1795,2pj8,7.74
1796,2r2w,4.47
1797,1k1y,3.22
1798,4aac,8.17
1799,4w97,7.1
1800,4daf,7.12
1801,2ria,2.57
1802,4rx5,8.52
1803,4leq,6.54
1804,2yel,7.28
1805,4p0w,5.96
1806,2e1w,7.96
1807,3plu,5.77
1808,4wph,5.8
1809,2p8n,3.15
1810,4pni,6.09
1811,2e9u,8.1
1812,4qwu,5.51
1813,4c1e,7.14
1814,3rxm,3.63
1815,4fny,7.8
1816,1zp5,2.92
1817,1o0f,5.3
1818,2yoj,8.3
1819,4d4d,5.96
1820,3fxw,5.96
1821,3oot,8.7
1822,4zuq,6.89
1823,4oo9,9.07
1824,4yl0,8.22
1825,4j48,5.62
1826,3l5d,4.11
1827,1y3x,5.14
1828,5d10,7.14
1829,3dv5,7.66
1830,4tn4,6.33
1831,3b2q,4.55
1832,2uw8,4.11
1833,2l98,3.61
1834,5a2j,5.85
1835,4abj,7.47
1836,4qxr,6.0
1837,4cwt,6.75
1838,4gts,7.89
1839,2vvt,5.24
1840,4kb9,11.0
1841,3vg1,7.26
1842,1qm5,5.82
1843,1o8b,2.68
1844,4mg5,5.34
1845,4v04,8.11
1846,4zlz,7.0
1847,1ft7,5.18
1848,3is9,6.42
1849,3ezv,5.98
1850,4dgb,3.89
1851,2jdy,4.37
1852,2v58,9.09
1853,2izl,6.0
1854,4xpj,5.09
1855,4loo,8.15
1856,1g74,6.52
1857,3nf6,3.53
1858,1my3,5.4
1859,4lkf,5.37
1860,4ikr,6.23
1861,2qki,6.41
1862,3b9g,4.72
1863,2jup,3.81
1864,4axd,4.43
1865,3dwb,6.19
1866,3s71,8.64
1867,2g1q,7.36
1868,1f5k,3.74
1869,3zhf,3.92
1870,4l34,6.94
1871,4ozl,4.97
1872,1utl,2.47
1873,4g2f,6.8
1874,2w8f,6.3
1875,3meu,6.3
1876,3mkn,4.12
1877,1pgp,5.7
1878,2hog,9.52
1879,3sgv,4.46
1880,1ta2,8.52
1881,2c8x,6.66
1882,3g2h,3.82
1883,3krl,9.1
1884,2r9x,4.85
1885,3ggj,6.0
1886,3rxg,2.15
1887,3veu,7.26
1888,2y1g,6.15
1889,2qe2,7.77
1890,1pvn,9.82
1891,3jqa,4.46
1892,4e9d,7.7
1893,4rj7,7.66
1894,4zuo,6.41
1895,4u5j,5.53
1896,3hk1,6.17
1897,4bi1,4.16
1898,3sus,4.15
1899,4wyo,6.95
1900,3pjt,4.88
1901,2nm1,7.47
1902,4hmk,6.1
1903,4wrq,5.34
1904,2g1y,7.05
1905,4qsm,7.41
1906,4aia,3.66
1907,4g93,3.52
1908,4fmu,6.44
1909,1w5v,8.15
1910,2yof,4.6
1911,2vcx,7.68
1912,4rr6,6.0
1913,1urg,5.82
1914,2ybu,6.38
1915,3o8g,5.13
1916,4lwu,8.3
1917,1b5g,8.0
1918,3bgc,5.02
1919,4eol,6.05
1920,4lj8,5.82
1921,5ais,6.24
1922,3qar,6.49
1923,1g9a,5.3
1924,2wd3,7.07
1925,3dcr,8.2
1926,2iu0,6.89
1927,1gu3,4.32
1928,1sps,8.52
1929,3mxs,5.01
1930,3clp,3.69
1931,3eql,5.3
1932,3sv2,4.19
1933,2xyf,8.44
1934,1eat,7.82
1935,5acy,8.19
1936,4jfx,6.44
1937,3in3,7.22
1938,4u7v,5.49
1939,2r5d,10.15
1940,4bfd,7.02
1941,4pku,4.52
1942,4qh7,5.94
1943,4mao,7.33
1944,4btx,6.54
1945,2c4w,4.7
1946,4jnc,8.52
1947,2qoe,7.6
1948,4a7b,7.4
1949,5dde,7.19
1950,4civ,4.95
1951,1rin,3.15
1952,3g15,7.0
1953,2osf,3.83
1954,2uup,3.98
1955,2k0g,6.97
1956,4bcd,7.48
1957,3iww,7.96
1958,2dbl,8.7
1959,3ubd,5.54
1960,2uw0,7.7
1961,2vnn,8.7
1962,4jfm,5.48
1963,1ilq,4.89
1964,3rik,2.47
1965,1kug,3.8
1966,4rn6,5.1
1967,1g5s,7.32
1968,3l6h,5.4
1969,2qpu,3.6
1970,1jik,9.7
1971,4mqp,4.98
1972,3dtc,7.59
1973,2toh,4.15
1974,4yml,8.35
1975,4jve,7.07
1976,3rme,4.66
1977,4wh7,2.3
1978,3ipe,6.82
1979,5ccl,4.77
1980,4q7w,2.64
1981,1m7y,10.96
1982,1v2n,5.9
1983,3pxq,4.43
1984,1zhl,5.0
1985,2aow,7.42
1986,1k2i,3.11
1987,3bm9,6.72
1988,4xxs,7.28
1989,4yha,6.65
1990,4g3e,8.38
1991,3svj,6.93
1992,3n23,8.52
1993,2clf,3.55
1994,1rwq,10.0
1995,4wh9,3.0
1996,3tic,8.87
1997,3qox,6.57
1998,2g0g,6.29
1999,2uzl,6.21
2000,4yee,6.49
2001,3gvu,8.0
2002,4pov,8.28
2003,1oky,8.19
2004,4loq,8.15
2005,4fll,5.29
2006,4cpy,6.31
2007,4osf,5.44
2008,1qxl,7.96
2009,1laf,7.85
2010,3g45,8.36
2011,3lxl,8.3
2012,5alx,5.48
2013,2ccs,5.7
2014,2vio,4.4
2015,5am0,5.88
2016,4uxh,5.96
2017,4jog,3.72
2018,4nnw,6.61
2019,4wa9,8.42
2020,4msa,3.3
2021,2c6o,8.22
2022,4nwd,5.4
2023,4ndu,2.74
2024,1kvo,7.89
2025,1abf,5.42
2026,4ck3,3.57
2027,4hgs,8.3
2028,3rxf,2.6
2029,3ai8,3.81
2030,4b7q,9.74
2031,4i5c,8.82
2032,4j22,7.74
2033,4knm,8.0
2034,3tws,5.52
2035,3mkf,4.77
2036,4eop,6.05
2037,2wkt,4.31
2038,3tjh,5.41
2039,1yys,6.33
2040,2r23,3.72
2041,1adl,5.36
2042,1ke2,7.35
2043,2pvw,9.52
2044,3eu7,6.18
2045,4mha,8.28
2046,1cps,6.66
2047,1uti,5.62
2048,3c6w,5.62
2049,1gwv,2.57
2050,1nyy,4.68
2051,1dx6,6.19
2052,1bcd,8.7
2053,3f6h,4.72
2054,1c84,5.0
2055,1kl3,5.86
2056,2wd1,7.09
2057,3g4l,8.24
2058,4d8e,7.01
2059,2ym4,5.82
2060,1kdw,5.54
2061,1n7i,6.59
2062,5c6v,4.8
2063,4kvm,5.05
2064,4qgf,7.16
2065,4bdj,5.14
2066,4ycu,5.48
2067,2hiw,8.1
2068,4bgm,6.21
2069,1yms,5.92
2070,3ejs,6.6
2071,4ln7,7.39
2072,7gch,5.7
2073,4c1m,7.8
2074,1p19,4.11
2075,4lp0,8.0
2076,2ork,2.85
2077,4kne,5.9
2078,1xs7,7.6
2079,4lm2,3.03
2080,2rox,4.98
2081,2vcg,5.77
2082,2oqv,8.4
2083,2r3l,7.0
2084,4jv6,6.66
2085,2r02,5.1
2086,4x3h,4.23
2087,4p6g,8.11
2088,2an5,5.68
2089,1pb8,5.15
2090,3hb8,5.12
2091,3mmf,7.43
2092,1elb,7.15
2093,2ozr,9.17
2094,1i3z,6.88
2095,4ipj,4.87
2096,2xwd,6.96
2097,4my6,5.62
2098,3oe8,8.14
2099,3c4h,5.7
2100,2pri,2.91
2101,1ing,2.0
2102,4iqu,6.24
2103,4ruz,7.64
2104,2wqb,6.27
2105,3mj1,7.82
2106,3f35,3.16
2107,4p02,6.4
2108,4pks,4.82
2109,4bcc,8.05
2110,1xoq,9.17
2111,4ok5,4.51
2112,3hy9,7.77
2113,1ryf,8.8
2114,2x9e,6.74
2115,3gy7,4.52
2116,5fl5,8.19
2117,1aqj,6.47
2118,1npz,7.89
2119,1h3a,6.55
2120,3idp,8.8
2121,4btk,6.62
2122,2ko7,5.19
2123,3aig,6.0
2124,1p2g,2.13
2125,1yw7,5.85
2126,1bim,8.92
2127,3p9m,5.0
2128,2xno,5.93
2129,3hig,7.89
2130,2bz8,5.6
2131,2wtw,8.19
2132,4f64,7.2
2133,3tiz,3.82
2134,3zvv,3.04
2135,1akt,8.49
2136,2uzn,7.52
2137,4n7g,5.66
2138,1dtq,8.22
2139,4fcm,3.94
2140,2we3,4.43
2141,2x6k,5.64
2142,4x1f,7.97
2143,4ij1,5.4
2144,4utx,5.24
2145,8lpr,6.62
2146,3ohh,7.74
2147,4l4m,8.0
2148,2ad5,3.96
2149,4ty9,2.05
2150,3r6g,7.6
2151,3jqb,6.02
2152,2p3b,8.48
2153,2yfa,5.07
2154,2wqp,5.51
2155,4gwi,3.69
2156,1gca,6.7
2157,2wsx,2.41
2158,2o9k,4.11
2159,4ppb,10.0
2160,4h7q,5.06
2161,1qin,8.0
2162,1my2,7.77
2163,1v2w,4.01
2164,4ly1,7.26
2165,1pb9,3.62
2166,1iig,1.57
2167,4g19,3.58
2168,1eoj,13.77
2169,1o6i,3.19
2170,2l6j,6.26
2171,4f6w,7.52
2172,4n5g,5.0
2173,3ot8,8.05
2174,3rwg,8.55
2175,2j3q,6.15
2176,3ej5,3.57
2177,4c6z,3.45
2178,2wor,3.9
2179,1igj,10.0
2180,2ypp,4.41
2181,1hiv,9.0
2182,5ddd,6.59
2183,4jmu,5.47
2184,1uz4,3.4
2185,1njs,7.82
2186,4iuu,5.65
2187,3kxz,7.46
2188,3pz1,6.14
2189,3kwz,8.4
2190,2os9,2.24
2191,3mks,5.72
2192,1ukt,2.25
2193,4c36,7.7
2194,1br5,2.7
2195,3zlq,6.04
2196,4ww8,10.17
2197,3nmq,9.7
2198,3gww,0.45
2199,3as2,3.44
2200,2qhr,7.39
2201,5cbr,5.74
2202,3i6c,4.92
2203,4nie,7.7
2204,4eh3,3.53
2205,4he9,8.46
2206,3zk6,6.34
2207,4nl1,3.89
2208,5egm,8.62
2209,4jwr,6.21
2210,2c6g,3.37
2211,4jvq,6.2
2212,4ctj,2.51
2213,2vmc,2.94
2214,5aly,6.73
2215,3nnv,7.57
2216,4o5b,8.3
2217,4i9u,3.86
2218,1yc4,6.55
2219,1zrz,5.24
2220,2auz,9.46
2221,3mhc,7.96
2222,1pwq,4.96
2223,4ddm,2.46
2224,1hge,2.27
2225,3bwj,6.5
2226,4jq7,6.41
2227,4gao,5.74
2228,4ht6,6.21
2229,2qi3,10.2
2230,3t6b,6.36
2231,4l53,7.55
2232,4hv3,3.94
2233,2yac,8.7
2234,2brg,5.21
2235,3ixk,8.18
2236,3l58,8.1
2237,3nuo,9.8
2238,2zwz,7.79
2239,2h44,5.77
2240,2w3k,10.1
2241,1kwq,9.21
2242,3n49,5.15
2243,2chz,7.8
2244,1o4k,2.92
2245,4qvl,6.53
2246,4dvf,6.89
2247,1imx,3.52
2248,3uig,5.32
2249,3qkl,8.05
2250,3bmq,5.49
2251,1k22,8.4
2252,3ux0,6.26
2253,3s0j,3.77
2254,1sle,6.17
2255,4hwp,7.76
2256,4u0a,4.3
2257,1h5v,3.93
2258,1n8u,6.03
2259,3t0m,3.94
2260,4eev,8.33
2261,3nu6,9.3
2262,4wko,9.47
2263,3ppr,2.82
2264,3ti6,9.27
2265,2ccc,7.76
2266,1t1r,5.4
2267,4uau,5.89
2268,4x6x,8.64
2269,3nth,4.32
2270,4k0u,7.26
2271,4hpy,9.92
2272,2exg,4.3
2273,4re3,8.57
2274,2pem,3.64
2275,3qcj,6.3
2276,2xde,5.47
2277,2g9r,6.08
2278,2jst,2.59
2279,2az8,8.22
2280,2nn1,5.82
2281,4yw2,2.8
2282,3k5u,6.51
2283,4x3e,5.47
2284,2pnc,3.33
2285,4ezo,6.52
2286,4qvv,5.15
2287,3b0w,5.7
2288,3e16,5.24
2289,3ttj,6.68
2290,5dj5,5.6
2291,3h0w,6.22
2292,4e3m,9.7
2293,5alc,8.13
2294,3ujc,4.59
2295,4pms,8.1
2296,2w3l,7.52
2297,1uvu,5.0
2298,1w1g,7.68
2299,2qju,4.1
2300,2i3i,7.3
2301,4m5i,5.17
2302,1yy6,6.07
2303,1yfz,4.35
2304,2i5j,6.3
2305,4u0g,5.29
2306,3d4f,7.72
2307,3sgx,5.49
2308,1z6s,4.34
2309,1v2q,4.13
2310,4wkb,11.57
2311,3kqd,9.4
2312,4o1l,6.7
2313,2vgp,6.85
2314,1k9s,6.52
2315,1pdz,3.7
2316,2v59,7.74
2317,4bci,8.22
2318,2qi0,7.38
2319,3ejp,8.55
2320,3qi1,7.66
2321,4m2r,8.49
2322,3kba,7.8
2323,3ovn,2.55
2324,4dmy,9.0
2325,2oc1,5.37
2326,4bti,9.7
2327,4msn,4.03
2328,4b7r,9.64
2329,4z2o,4.51
2330,1oyn,6.26
2331,4umj,5.57
2332,4hfp,7.38
2333,3h91,3.73
2334,4w9g,5.26
2335,1k6t,7.62
2336,3ctq,7.4
2337,2aig,5.0
2338,4aa0,7.46
2339,4bdi,3.64
2340,4n5t,8.15
2341,4d62,2.44
2342,3lkh,6.1
2343,4mhy,6.47
2344,4zyi,8.1
2345,4ztm,7.6
2346,4ngh,7.52
2347,4wkc,12.68
2348,1il9,3.4
2349,2usn,6.51
2350,5em6,8.4
2351,3hu2,7.22
2352,1riw,7.55
2353,3tao,5.14
2354,5aix,7.92
2355,2cbu,5.68
2356,1qf2,5.92
2357,2op9,5.66
2358,3hha,7.9
2359,4fxq,5.77
2360,2ltv,5.16
2361,4alu,7.77
2362,2zdl,6.4
2363,2lnw,5.85
2364,1xzx,10.22
2365,4ciy,4.57
2366,3t83,6.98
2367,3n1c,5.22
2368,2o8h,7.6
2369,1k1n,6.82
2370,1o1s,7.31
2371,4etz,6.3
2372,2h23,4.67
2373,4oow,5.37
2374,4kif,4.84
2375,1r1i,8.54
2376,1c3x,3.68
2377,1qji,4.85
2378,3gx0,3.48
2379,2y2n,4.57
2380,1zz1,6.02
2381,3uxm,4.7
2382,2wmx,6.07
2383,2rku,8.3
2384,2fj0,7.66
2385,4hnf,6.15
2386,5er1,6.02
2387,1fwu,3.7
2388,3t3y,5.47
2389,2rio,4.69
2390,4m3p,5.4
2391,3ml5,8.52
2392,2ych,3.0
2393,3nti,5.22
2394,3kah,6.59
2395,4hvh,7.72
2396,3psd,8.52
2397,2hxq,6.84
2398,3u9n,7.0
2399,4anb,8.18
2400,2x4r,4.77
2401,3s00,4.92
2402,1j17,5.22
2403,4iie,2.34
2404,4qfo,4.27
2405,3bze,6.0
2406,3ohi,4.85
2407,3nnx,7.96
2408,3wff,6.18
2409,3wut,6.49
2410,4dem,7.55
2411,3uqr,7.24
2412,3i0r,8.52
2413,3zep,7.66
2414,1uj5,3.05
2415,4qfs,6.05
2416,1a7t,1.64
2417,3wns,5.96
2418,3qd4,8.2
2419,3qtx,7.15
2420,4x2s,6.55
2421,4pl4,5.27
2422,4ban,8.61
2423,3nrz,5.34
2424,4pzv,5.7
2425,4bi7,4.58
2426,5ak2,8.41
2427,1bdl,5.85
2428,5afm,4.15
2429,2qmg,9.15
2430,3qai,8.1
2431,1sb1,6.89
2432,4i12,6.39
2433,2xj1,7.55
2434,2y1o,5.09
2435,3np7,4.02
2436,4z2b,7.76
2437,4qh8,4.89
2438,1gux,6.96
2439,1n1g,2.3
2440,4wwp,6.92
2441,4o4r,6.06
2442,1t1s,5.15
2443,3f81,7.13
2444,1dis,11.0
2445,3o95,8.28
2446,4d1j,6.31
2447,4aoc,4.27
2448,3oyl,6.7
2449,3odi,7.82
2450,1nms,6.7
2451,1sj0,9.1
2452,2x4u,4.32
2453,2a4g,7.18
2454,4o78,5.34
2455,4u0f,5.92
2456,1awh,6.08
2457,4ixh,8.21
2458,4v25,7.08
2459,4jyv,7.77
2460,4ec0,6.07
2461,4x9v,7.85
2462,3irx,9.0
2463,4cft,4.95
2464,1css,6.1
2465,4dju,5.44
2466,3dx4,7.12
2467,4gmc,7.74
2468,2ony,6.68
2469,2v77,5.06
2470,1dkd,5.7
2471,1f2o,1.91
2472,1aaq,8.4
2473,3d14,7.66
2474,3ff3,3.57
2475,4nms,4.94
2476,3f66,6.05
2477,1lpz,7.6
