,pdbid,-logKd/Ki
1280,2i6b,7.17
1281,4jjm,7.57
1282,2k1q,6.22
1283,3kr0,4.7
1284,4hdc,8.92
1285,2bmc,7.57
1286,4j7i,5.06
1287,3amb,6.18
1288,1orw,7.6
1289,2hu6,3.81
1290,2pou,7.42
1291,1mqd,6.77
1292,1hbj,8.52
1293,3kgq,2.3
1294,4iid,5.62
1295,3efj,7.41
1296,1y2b,4.09
1297,3egt,8.9
1298,3idp,8.8
1299,3fqa,0.49
1300,5dls,8.36
1301,3fck,4.0
1302,3mb7,6.7
1303,3ws9,7.04
1304,1j16,3.84
1305,4x6y,7.72
1306,3drf,7.0
1307,4mo8,8.0
1308,2cgv,4.56
1309,3bi0,7.85
1310,3zqt,4.41
1311,4gj3,8.85
1312,3di6,7.0
1313,5ah2,10.08
1314,1d4k,9.22
1315,4g5f,3.05
1316,1fkf,9.4
1317,5a3h,4.57
1318,4dst,2.96
1319,3hhm,7.92
1320,1jn2,4.09
1321,1bra,1.82
1322,4f1q,4.95
1323,1lor,11.06
1324,2yek,7.21
1325,1rt2,8.22
1326,2vo7,6.77
1327,4gny,4.22
1328,2vv9,7.77
1329,3zc6,9.22
1330,4e1m,7.26
1331,4kyh,5.92
1332,1g27,8.15
1333,3k83,7.66
1334,4qdk,5.85
1335,5apj,7.4
1336,4fcf,8.62
1337,4mc6,9.59
1338,2x5o,4.07
1339,3o86,7.15
1340,1o46,8.0
1341,1ftj,6.09
1342,2fpz,3.96
1343,2rnx,3.4
1344,4hxw,8.7
1345,1gu1,4.52
1346,4nxu,5.54
1347,1o9d,5.6
1348,4a9t,7.15
1349,3chc,4.09
1350,2y4k,5.46
1351,4elf,8.03
1352,2b8v,7.01
1353,1b4z,5.23
1354,4bd3,4.54
1355,3c2f,2.0
1356,4cpw,7.5
1357,3rwc,8.12
1358,4k55,5.51
1359,1yvf,7.0
1360,1guw,5.72
1361,2qp6,6.68
1362,3bla,8.7
1363,3cd8,8.05
1364,2i4x,11.72
1365,3ch9,3.3
1366,3iad,9.0
1367,3std,11.11
1368,4ztn,7.72
1369,4avg,7.22
1370,4i9r,6.95
1371,1a5v,3.1
1372,1agm,12.0
1373,4ym2,2.85
1374,4ppa,9.1
1375,2ggb,4.92
1376,2wa3,3.0
1377,1csi,8.8
1378,3e63,5.8
1379,4xjr,5.32
1380,3zt4,2.8
1381,4ei4,8.74
1382,3u9c,5.89
1383,2erz,5.66
1384,2g63,8.17
1385,4g0l,5.19
1386,3ff3,3.57
1387,2hb9,4.82
1388,2v2q,4.15
1389,3n0n,7.3
1390,2qv7,3.66
1391,3eml,8.74
1392,1b3l,5.89
1393,2csn,4.41
1394,1grp,3.72
1395,3q4k,7.05
1396,1qkb,7.35
1397,3kaf,6.08
1398,3up7,8.21
1399,2vti,6.18
1400,2cll,4.3
1401,2wzy,10.72
1402,3eyh,7.7
1403,1jvp,5.8
1404,4dxg,7.06
1405,4jv8,5.85
1406,2hxm,5.22
1407,4o72,6.0
1408,1pdq,5.3
1409,5er1,6.02
1410,2lkk,6.7
1411,4jib,7.35
1412,2d06,4.08
1413,1o6i,3.19
1414,1jut,7.32
1415,3rwd,8.0
1416,4i6b,5.93
1417,1awh,6.08
1418,2xa4,8.52
1419,4dkp,5.72
1420,2ihj,4.59
1421,3b0w,5.7
1422,3bhx,9.15
1423,1owd,8.2
1424,3ujc,4.59
1425,2xm9,8.05
1426,3rz1,8.74
1427,2ksa,3.06
1428,3ud9,4.67
1429,4dbm,7.62
1430,4rux,7.92
1431,4bdt,8.96
1432,1rdl,2.24
1433,3i5z,8.7
1434,4bnv,7.52
1435,5dah,5.3
1436,1tfz,8.15
1437,2fjp,8.37
1438,3bki,5.12
1439,1h9l,3.12
1440,1dzk,6.1
1441,3l4w,6.0
1442,3dg8,4.7
1443,4ncg,7.96
1444,3lzu,10.06
1445,3s8n,6.21
1446,3ug2,8.25
1447,2nxd,5.66
1448,3ny3,4.71
1449,4lh5,6.7
1450,1xnx,6.38
1451,2w8w,2.12
1452,2gbg,7.25
1453,2qpj,6.35
1454,2aoe,7.62
1455,1j4k,4.0
1456,4ehm,5.85
1457,4l7l,6.0
1458,4jfz,7.15
1459,1u3r,8.3
1460,1h39,6.54
1461,3o88,6.37
1462,1e5j,4.0
1463,2ate,7.07
1464,2vcw,3.05
1465,4jlg,8.7
1466,2wc4,5.29
1467,5ctc,6.35
1468,1g1d,9.44
1469,5c29,6.06
1470,2doo,7.17
1471,5bwb,5.3
1472,4pry,7.7
1473,1h08,4.55
1474,3ex2,3.7
1475,2ybk,4.62
1476,1gjc,6.35
1477,4hyu,8.21
1478,4hv3,3.94
1479,3mj1,7.82
1480,4igt,7.89
1481,3lc5,6.57
1482,4u79,6.4
1483,4rt0,5.5
1484,4aq4,6.17
1485,1apw,8.0
1486,4pl0,4.4
1487,3rz5,7.89
1488,1p17,2.82
1489,4y5s,3.73
1490,4r4o,5.82
1491,4ymj,7.0
1492,3bh3,6.15
1493,3t2p,3.6
1494,3gf2,1.7
1495,2e7l,7.54
1496,3gdt,7.19
1497,3rv4,2.3
1498,3nf6,3.53
1499,4i54,6.96
1500,1g2a,8.0
1501,3gjd,7.33
1502,2c80,5.33
1503,1z1r,9.22
1504,4meq,3.6
1505,3zv7,5.92
1506,3dv5,7.66
1507,3qt7,7.31
1508,3cvk,8.0
1509,4uwh,8.52
1510,4i2w,3.92
1511,2flu,7.7
1512,1q65,5.46
1513,3c14,3.52
1514,3sxf,8.6
1515,3iob,3.42
1516,1gi6,6.22
1517,1d1p,3.6
1518,1i91,8.94
1519,1y2h,7.25
1520,4d1s,7.66
1521,4fnz,7.8
1522,4g2l,7.49
1523,9hvp,8.35
1524,3b4f,8.14
1525,4j8s,5.7
1526,3bbf,5.28
1527,1is0,7.0
1528,1ek2,8.2
1529,4eh4,2.81
1530,2oag,8.47
1531,5cxh,8.3
1532,3zc5,7.13
1533,4l7b,5.64
1534,3ezv,5.98
1535,2brg,5.21
1536,1juj,6.96
1537,1o2o,6.36
1538,1xp9,8.89
1539,1o4b,5.7
1540,3uwl,3.68
1541,4nmp,4.04
1542,3ewj,6.84
1543,1w0x,5.3
1544,2aoi,4.01
1545,4cc5,4.42
1546,4z0q,8.17
1547,4ezy,5.65
1548,3zmz,4.74
1549,3eqr,8.7
1550,3omg,4.72
1551,1inc,9.34
1552,3f5j,4.28
1553,1hyo,4.07
1554,5fl5,8.19
1555,1t7f,5.74
1556,1upk,6.4
1557,9abp,8.0
1558,2df6,5.98
1559,4l0t,7.18
1560,2r3p,6.05
1561,1nt1,8.89
1562,3c2u,2.9
1563,4r4i,6.27
1564,4mk5,6.35
1565,3cm7,6.57
1566,4gxs,4.0
1567,3nb5,7.74
1568,4gg7,8.2
1569,3ckz,8.72
1570,4x7h,7.38
1571,4b7q,9.74
1572,4x6s,5.24
1573,4z1j,8.11
1574,2j2i,6.7
1575,1mnc,10.34
1576,2dw7,4.7
1577,2q80,4.6
1578,2xs8,4.61
1579,1doj,8.96
1580,3r24,5.25
1581,3roc,8.19
1582,3bx5,8.46
1583,1pwy,4.05
1584,4lp0,8.0
1585,4yti,7.89
1586,1o48,6.35
1587,3fu5,4.12
1588,4djp,10.55
1589,4joj,3.96
1590,1hxk,3.4
1591,1o4d,3.52
1592,2fuu,5.57
1593,2e2r,8.26
1594,4rn0,6.59
1595,4li5,6.26
1596,3ddg,6.0
1597,3ocp,7.57
1598,4qfo,4.27
1599,4esg,5.56
1600,1vwn,5.82
1601,4dma,6.19
1602,3u2q,8.22
1603,2xwy,5.22
1604,4jps,8.3
1605,4pkr,4.82
1606,3s76,5.05
1607,5e1e,7.66
1608,1kv5,4.22
1609,4m0r,5.21
1610,1di8,6.0
1611,4m3d,5.41
1612,2oym,5.0
1613,2x7x,5.7
1614,4jft,5.46
1615,2b54,7.7
1616,1iiq,7.48
1617,4ea1,6.44
1618,1ke1,7.25
1619,3t3y,5.47
1620,2pgj,3.59
1621,2o4l,9.22
1622,1jje,8.43
1623,4mrh,1.9
1624,2xiz,3.89
1625,5cbr,5.74
1626,1pbq,6.27
1627,3uvm,7.52
1628,4ot6,5.92
1629,1qhr,6.89
1630,4c6v,4.59
1631,4jfk,6.44
1632,4o7b,4.7
1633,3ip9,5.62
1634,4uzd,9.22
1635,5d9l,7.62
1636,4ie5,4.82
1637,4hwp,7.76
1638,2ha5,4.34
1639,2pvm,6.44
1640,1b42,4.01
1641,3c2o,3.35
1642,2x4s,4.2
1643,3gjq,5.33
1644,4li0,6.59
1645,2cgw,4.76
1646,2p98,6.19
1647,4dtk,8.52
1648,4ypf,2.7
1649,3zpt,8.51
1650,4j09,4.77
1651,2x7t,6.63
1652,3s1h,4.77
1653,4fli,5.44
1654,2e92,6.89
1655,4prn,5.66
1656,1jh1,4.39
1657,2c6i,4.96
1658,3g3r,6.48
1659,4ln7,7.39
1660,3n2v,7.51
1661,3of8,9.22
1662,2q8m,4.03
1663,1lqe,5.82
1664,2zlg,5.59
1665,1ms0,2.91
1666,4kni,7.78
1667,2ybt,4.7
1668,4z8m,7.44
1669,5cqu,6.54
1670,2brm,5.89
1671,1z6d,2.34
1672,2i5j,6.3
1673,2imd,8.3
1674,2h9m,4.46
1675,2jjr,8.2
1676,2l8r,3.92
1677,3lcd,7.4
1678,1b46,5.28
1679,3rjw,7.57
1680,4pnc,5.43
1681,4izm,6.66
1682,4wr7,11.7
1683,4y32,4.05
1684,1m5e,7.7
1685,2uuo,3.77
1686,3mct,4.07
1687,1hi5,4.04
1688,3h5s,8.3
1689,4jsa,4.96
1690,1ec2,10.0
1691,1enu,5.08
1692,4a9m,6.3
1693,5bvw,8.82
1694,4xu3,9.5
1695,1kds,5.77
1696,1vwl,5.63
1697,3d28,5.85
1698,1ym1,6.24
1699,2h2e,3.0
1700,4gfo,6.62
1701,3cii,6.1
1702,3cpj,4.72
1703,2a58,4.92
1704,3h89,7.64
1705,3waw,6.24
1706,4jg0,6.76
1707,4oc2,8.28
1708,1o45,9.6
1709,3s4q,8.4
1710,1odj,4.1
1711,4zj4,8.1
1712,1oxr,5.19
1713,3kyq,4.22
1714,3gs7,5.44
1715,4b6c,6.16
1716,1n43,10.55
1717,1b8o,10.64
1718,2cle,3.55
1719,2gfs,6.15
1720,3pwk,3.35
1721,4ezw,6.0
1722,1pfy,8.15
1723,1f4g,6.48
1724,2np9,5.57
1725,2f1a,3.14
1726,2vqm,6.01
1727,4o4g,8.05
1728,3rme,4.66
1729,3oui,4.9
1730,4ddm,2.46
1731,2gl0,4.82
1732,2rka,3.0
1733,1tnj,1.96
1734,4keq,3.82
1735,2oxn,7.44
1736,1b0h,6.7
1737,2v5a,6.82
1738,3ouh,7.1
1739,2nsl,4.68
1740,4wj7,4.89
1741,3rz7,8.96
1742,3fty,3.21
1743,4mw2,6.7
1744,3t2t,2.4
1745,4twt,8.0
1746,1u3s,8.85
1747,2xpb,5.7
1748,2pjl,6.72
1749,2igw,1.31
1750,1fq6,7.86
1751,4w50,5.85
1752,3haw,6.0
1753,1tjp,4.42
1754,1k1y,3.22
1755,1c9d,6.3
1756,4nat,6.48
1757,4gj2,8.6
1758,3abu,5.62
1759,3fi3,7.92
1760,4kod,5.36
1761,4k5n,3.9
1762,3ay0,3.04
1763,2yel,7.28
1764,3kqp,3.42
1765,966c,7.64
1766,3fn0,4.4
1767,3uvp,7.46
1768,1fpy,6.0
1769,1qb1,6.77
1770,3ckb,2.98
1771,5alk,6.6
1772,2hny,5.93
1773,4jn2,11.68
1774,1atl,6.28
1775,4wrq,5.34
1776,5ald,5.97
1777,4kii,6.23
1778,1pxl,6.05
1779,3kad,5.12
1780,3nnu,7.32
1781,1w3k,4.3
1782,3pcc,3.62
1783,4css,8.46
1784,1u9l,5.02
1785,1fv0,5.93
1786,2gnf,5.22
1787,4ajw,5.86
1788,3qcq,6.8
1789,3exo,4.62
1790,3g1m,6.3
1791,4hg7,7.05
1792,3iop,7.77
1793,4y2v,4.04
1794,3t8w,7.54
1795,3lhj,9.51
1796,1n51,4.85
1797,3f8e,7.23
1798,3zt3,2.86
1799,3kc3,6.8
1800,4ge6,7.47
1801,3a2c,6.9
1802,3f17,8.63
1803,4pxf,3.1
1804,1jyi,4.0
1805,3rl3,7.17
1806,4p5d,5.82
1807,2ms4,4.82
1808,5dgw,11.05
1809,1z4u,7.15
1810,1n7i,6.59
1811,5c3k,3.96
1812,4mg9,5.68
1813,2ynr,5.77
1814,1inf,5.0
1815,1qbr,10.57
1816,2ds1,8.47
1817,1ft4,6.57
1818,2psj,7.7
1819,4gne,2.47
1820,2p3b,8.48
1821,1b40,7.28
1822,2nns,6.05
1823,2wva,10.7
1824,3t85,7.95
1825,5akh,6.59
1826,2qu6,8.52
1827,1gz9,3.51
1828,4gr3,7.81
1829,3o9c,12.05
1830,3px8,3.64
1831,1gi9,5.22
1832,3sbh,7.28
1833,4fc0,7.16
1834,2qci,8.34
1835,4elg,8.16
1836,3ohf,7.03
1837,2d0k,5.02
1838,2f3e,6.81
1839,4hlh,5.96
1840,4fht,6.17
1841,3k37,8.92
1842,3uz5,7.22
1843,3ljz,8.14
1844,5dit,6.15
1845,1mdl,3.09
1846,2wcx,7.6
1847,4k60,3.24
1848,3zy2,6.46
1849,1lq2,8.77
1850,4v05,9.7
1851,3upy,5.62
1852,4rwl,8.1
1853,5d1t,5.77
1854,2wxi,8.15
1855,2x4z,8.57
1856,4ezx,5.8
1857,1fdq,7.27
1858,1jfh,2.05
1859,4rqv,5.05
1860,3ap7,3.0
1861,4bh4,1.49
1862,4ehv,2.29
1863,4qwf,6.0
1864,2ym7,6.89
1865,3erk,4.74
1866,1tq4,6.19
1867,1abf,5.42
1868,3b82,4.43
1869,3fv7,5.64
1870,3mbl,7.74
1871,4gfn,8.3
1872,2i1m,7.62
1873,1qb9,7.44
1874,1tlo,4.0
1875,1gno,7.7
1876,4qz7,5.65
1877,4jbs,7.96
1878,3uh4,7.96
1879,2w0x,3.2
1880,4cki,5.96
1881,1dif,10.66
1882,2aig,5.0
1883,3e9i,6.22
1884,2bfr,5.25
1885,2ceo,10.0
1886,2w1c,8.0
1887,4n3r,6.82
1888,2bzz,6.43
1889,2ivz,6.04
1890,4j03,7.59
1891,4b2d,3.7
1892,4he9,8.46
1893,4fgt,5.41
1894,3hio,6.52
1895,4ks4,7.14
1896,4u6r,7.85
1897,4i9i,8.1
1898,4g93,3.52
1899,3oq5,4.55
1900,3x00,9.08
1901,4bfz,6.26
1902,4wz8,7.21
1903,4dfn,7.7
1904,1o0d,8.21
1905,1o38,6.82
1906,1a86,4.0
1907,5cs3,2.15
1908,4crj,5.96
1909,3hxd,5.05
1910,3kze,3.95
1911,4d8e,7.01
1912,4gq4,7.66
1913,4xaq,7.14
1914,3dej,8.0
1915,3q96,8.54
1916,1rev,7.48
1917,4y2s,4.28
1918,5dgu,11.35
1919,1o2j,6.92
1920,1o6q,7.64
1921,3qc9,6.06
1922,2h6b,5.39
1923,4urv,2.77
1924,1izi,6.59
1925,2i72,7.43
1926,4b5b,6.41
1927,1c29,6.33
1928,3sgv,4.46
1929,3fzs,5.82
1930,3czv,7.8
1931,4yzc,8.52
1932,3qvv,4.42
1933,5ea4,8.11
1934,1ke7,8.05
1935,2xbj,8.52
1936,3puk,4.74
1937,2c6l,6.57
1938,4agd,8.41
1939,3mbz,5.8
1940,4cgi,3.12
1941,1f1j,8.8
1942,3muf,6.49
1943,1toi,4.05
1944,1k6p,7.36
1945,4udb,9.15
1946,4xtw,9.03
1947,3jzi,5.3
1948,5dqe,3.63
1949,2gvd,7.0
1950,4eh3,3.53
1951,2ynd,7.49
1952,1h0w,4.89
1953,3fv3,9.52
1954,4mjp,3.88
1955,4bgk,6.28
1956,4f8h,4.24
1957,3kej,7.12
1958,4zvi,6.33
1959,1q54,5.85
1960,1bxr,3.4
1961,3mz6,7.2
1962,1jsv,5.7
1963,1xlx,7.6
1964,4axa,8.0
1965,3w2t,7.53
1966,4aif,4.84
1967,2hwg,3.55
1968,3g8o,7.8
1969,1bcj,3.7
1970,4p74,5.0
1971,2rjr,1.94
1972,3u18,6.09
1973,3lpp,6.22
1974,4f6v,5.8
1975,1ml1,4.28
1976,3qsb,5.08
1977,2r0y,3.0
1978,3veh,4.96
1979,4ode,10.0
1980,2vtn,6.07
1981,3hit,8.19
1982,4q4s,6.95
1983,2c4w,4.7
1984,4x6n,8.82
1985,4ega,7.19
1986,4lrr,5.22
1987,1zpb,6.07
1988,3n2p,7.82
1989,1ryf,8.8
1990,4u0m,5.77
1991,2y2n,4.57
1992,1wdr,2.52
1993,4p6x,7.04
1994,3hy7,6.97
1995,2aof,4.55
1996,2xu5,6.89
1997,2gtv,5.15
1998,3ppr,2.82
1999,4mk2,6.14
2000,2qm7,5.89
2001,1uu3,6.12
2002,4bzo,7.89
2003,3gst,6.72
2004,4rvk,7.87
2005,4abv,6.07
2006,2zx5,12.33
2007,1pig,9.15
2008,1t7d,6.03
2009,4li7,6.11
2010,1w4l,8.4
2011,2hd1,3.3
2012,4zx1,6.14
2013,1tnh,3.37
2014,3b8q,9.3
2015,3v0p,6.28
2016,3shv,6.66
2017,3luo,6.95
2018,3kf7,7.4
2019,2fxr,7.6
2020,4fod,8.92
2021,2r3w,6.89
2022,4qip,5.15
2023,4qxs,5.96
2024,1ayv,8.0
2025,2w16,10.0
2026,3s8o,6.85
2027,3gtc,2.35
2028,2yb9,9.22
2029,3pcg,2.3
2030,3l0n,2.77
2031,2f8i,7.26
2032,4aua,5.14
2033,4kb9,11.0
2034,4zly,5.46
2035,3rwe,7.37
2036,1v79,7.89
2037,2rcu,6.68
2038,3lzb,7.2
2039,2p8s,7.68
2040,2xyn,8.4
2041,1wvc,4.46
2042,3n23,8.52
2043,1gwq,7.12
2044,3tne,5.72
2045,4u5l,2.4
2046,2wic,5.39
2047,4mx5,4.55
2048,2ptz,7.82
2049,3hu2,7.22
2050,4xhk,8.3
2051,4fxz,7.03
2052,4zim,8.62
2053,1kyv,5.92
2054,4ykk,2.77
2055,1ahx,3.92
2056,1ykr,6.25
2057,4qg7,8.0
2058,3vje,8.01
2059,4ehg,7.19
2060,4nct,7.55
2061,4p72,4.09
2062,5dj5,5.6
2063,3qw6,3.52
2064,4ci2,6.75
2065,4qij,5.54
2066,3pj1,7.32
2067,1qpl,8.51
2068,3iph,7.6
2069,4fkk,9.3
2070,1zp8,8.77
2071,1hsl,7.19
2072,3zbx,8.22
2073,3dhk,7.33
2074,4igr,7.2
2075,3wix,6.27
2076,4qvm,6.35
2077,3mpf,6.37
2078,5alo,6.13
2079,3ebh,6.32
2080,4ef6,2.92
2081,3qs6,4.89
2082,4z8a,4.76
2083,4exh,6.15
2084,2nnk,8.37
2085,2qq7,5.24
2086,2y54,4.7
2087,1ur9,5.77
2088,2fys,4.36
2089,1n1m,5.7
2090,3rbu,9.43
2091,3wzu,5.89
2092,1koj,6.7
2093,1k6t,7.62
2094,1eub,8.72
2095,5ak0,7.68
2096,3frz,8.15
2097,2yig,7.1
2098,4u1b,5.31
2099,3bl0,6.92
2100,2r43,6.0
2101,2zjv,5.14
2102,1olu,4.41
2103,3rin,8.89
2104,3chs,7.77
2105,4yve,7.0
2106,4hn2,6.89
2107,3ucj,6.0
2108,3n75,7.89
2109,1bkj,6.77
2110,3v7c,5.74
2111,1eld,6.7
2112,1p03,8.19
2113,3hiv,8.12
2114,1ent,6.96
2115,3dt1,8.62
2116,3iiw,4.44
2117,3vry,8.11
2118,4umu,6.19
2119,1ctr,6.0
2120,1eb2,6.01
2121,2pu0,7.82
2122,2er9,7.4
2123,3i7g,6.37
2124,2wky,8.59
2125,3m8p,8.68
2126,3sv6,7.46
2127,1lrh,6.82
2128,4dgo,6.24
2129,3qx9,4.05
2130,5djv,7.11
2131,1ody,8.1
2132,1r4w,4.05
2133,4bhn,8.2
2134,4fe6,10.0
2135,1nhu,5.66
2136,4fny,7.8
2137,1m0b,8.82
2138,2wyn,5.55
2139,3emh,6.85
2140,3g6g,8.55
2141,4na4,6.92
2142,2dq7,8.32
2143,4obz,5.72
2144,3ads,5.01
2145,4eu3,0.82
2146,3nex,6.0
2147,1o3j,6.77
2148,4ca7,7.36
2149,4b9w,4.17
2150,3ej5,3.57
2151,1oyq,6.96
2152,3t9t,8.71
2153,1ci7,7.05
2154,4xyc,7.51
2155,4qsu,2.0
2156,3zya,7.0
2157,2oi9,5.7
2158,4p0b,6.54
2159,4yrc,2.7
2160,4kwo,6.45
2161,3ur0,7.15
2162,1m1b,4.66
2163,3i5r,4.4
2164,4ojr,7.42
2165,4rh5,6.9
2166,3v78,5.54
2167,1c6y,9.51
2168,3bgm,7.41
2169,3qd0,8.5
2170,4i80,7.62
2171,3ozp,6.62
2172,3ska,7.49
2173,4fyh,4.85
2174,1w1t,2.96
2175,5aia,5.2
2176,1ecq,3.0
2177,3rti,7.37
2178,1tkz,6.62
2179,4mjq,3.71
2180,3irx,9.0
2181,1cx9,6.75
2182,4fbx,7.66
2183,2qmj,4.21
2184,1b5j,7.43
2185,2vtp,8.52
2186,3zpu,8.38
2187,4e3h,7.05
2188,4n7e,6.48
2189,2a8h,7.17
2190,1u59,7.25
2191,3pj8,7.4
2192,4xx9,5.08
2193,3fql,7.15
2194,1o6h,6.73
2195,2ok1,6.26
2196,3unn,4.4
2197,3nef,5.94
2198,4rac,7.52
2199,4z83,7.4
2200,3lf0,5.71
2201,4c72,5.09
2202,4r6x,5.27
2203,2r4b,7.18
2204,3hf6,7.59
2205,5abe,3.05
2206,2ybp,4.62
2207,4nyt,2.39
2208,1uod,3.11
2209,3emg,8.05
2210,4eoh,4.3
2211,2hd6,7.8
2212,4hra,10.1
2213,3t1a,8.37
2214,1o2u,5.85
2215,4tpt,7.04
2216,1dxp,7.57
2217,3umx,6.62
2218,2nv7,8.3
2219,1ppi,5.01
2220,3tkh,7.33
2221,4z46,2.82
2222,4fzj,3.15
2223,4u6c,5.0
2224,2oo8,9.0
2225,1v1j,4.82
2226,4zyr,5.7
2227,3fw4,9.4
2228,3zhx,6.68
2229,2qtg,5.08
2230,3vfa,9.19
2231,4qp1,3.61
2232,4dei,9.0
2233,4k3h,6.85
2234,1g2o,10.55
2235,3fvl,6.07
2236,4f08,6.6
2237,1tl7,7.92
2238,3aqt,6.72
2239,4ad3,4.62
2240,4pp0,4.4
2241,2oi3,6.64
2242,2r9s,6.82
2243,2bet,2.77
2244,3w9r,6.18
2245,2izl,6.0
2246,3f82,8.34
2247,3c52,7.3
2248,4ovz,6.31
2249,1gvw,6.96
2250,1hi4,4.49
2251,4lm0,3.25
2252,4v11,6.49
2253,4knj,7.95
2254,3zlv,3.52
2255,3bti,6.14
2256,4osf,5.44
2257,2ayp,8.15
2258,3ts4,8.72
2259,1yt9,8.3
2260,4bgy,2.96
2261,2hmw,7.7
2262,1a09,6.7
2263,3q8h,4.15
2264,4kv9,3.84
2265,3e5u,5.85
2266,4feq,5.96
2267,1li2,4.04
2268,3zlw,3.7
2269,3wq6,4.59
2270,1v2p,4.73
2271,1lqd,8.05
2272,3cfn,5.0
2273,3mke,5.66
2274,3g4f,4.52
2275,2rny,3.66
2276,4eym,4.01
2277,2jq9,4.48
2278,2gg8,4.6
2279,4wsj,7.33
2280,4uv9,6.01
2281,4k6v,4.63
2282,4bqx,6.52
2283,1d4y,11.1
2284,1s3k,6.62
2285,4alv,8.15
2286,4b84,4.66
2287,5er2,6.57
2288,3cth,6.96
2289,2o9i,7.4
2290,2exg,4.3
2291,4gk3,7.25
2292,4gq6,7.28
2293,2w6m,4.67
2294,3o1e,5.74
2295,1cwb,7.89
2296,1w5y,8.48
2297,4men,3.9
2298,4rx9,7.89
2299,2xkd,5.64
2300,1pxo,8.7
2301,3erd,9.9
2302,3u8m,8.89
2303,3vf9,8.72
2304,4iif,5.18
2305,4hs6,7.52
2306,4bdd,4.43
2307,3sio,8.0
2308,1i33,4.12
2309,2h9p,3.72
2310,3mxc,6.54
2311,1g50,6.28
2312,3qk5,7.74
2313,1iig,1.57
2314,2bal,6.31
2315,3n45,3.3
2316,3oys,8.05
2317,3rcj,6.1
2318,2h2h,4.98
2319,4gw8,6.06
2320,4jg7,6.92
2321,1wbo,3.0
2322,3lzz,3.84
2323,1h35,7.54
2324,2auz,9.46
2325,1bt6,5.7
2326,3rtx,3.86
2327,4btl,5.6
2328,2k0x,5.68
2329,1mzs,5.15
2330,3huc,5.99
2331,2zv9,8.05
2332,2rcx,9.0
2333,3rkb,6.42
2334,4p6c,4.0
2335,3el9,8.4
2336,3m8t,4.0
2337,1i7i,6.7
2338,3ccb,4.52
2339,3umq,4.62
2340,3qcy,7.7
2341,1gjd,5.22
2342,1tyn,9.7
2343,3f2a,7.24
2344,1g45,8.64
2345,2g5p,8.42
2346,4pnl,5.52
2347,2i4v,11.2
2348,4wrb,6.19
2349,1k1p,7.92
2350,4qr4,6.6
2351,4l7o,4.88
2352,2bt9,6.19
2353,3hr1,9.43
2354,1jak,5.57
2355,3s0d,7.05
2356,3ery,5.66
2357,2wji,5.02
2358,1q0b,5.17
2359,3uyt,7.85
2360,1ozv,1.44
2361,3tkw,5.27
2362,3px9,3.42
2363,3uda,5.01
2364,5ajp,5.3
2365,2oc4,7.07
2366,1xos,4.7
2367,3o9h,12.1
2368,1o5p,10.0
2369,4pax,6.4
2370,5dhh,9.18
2371,5ai6,4.4
2372,1y3a,5.41
2373,2ow0,6.7
2374,4lpf,3.51
2375,1xh8,5.77
2376,3qd3,8.0
2377,3zdh,7.35
2378,4llk,3.0
2379,4qsk,5.1
2380,4yzn,4.81
2381,1ddm,5.77
2382,4ido,4.93
2383,1px4,3.23
2384,4phu,7.92
2385,3h26,4.49
2386,1ms6,9.52
2387,2ay6,3.11
2388,1gu3,4.32
2389,4uoh,4.77
2390,4uwk,9.0
2391,3cf8,4.9
2392,3hv8,6.98
2393,3wmb,5.37
2394,3nti,5.22
2395,4ezz,5.19
2396,1py1,4.4
2397,3t2c,4.6
2398,2yj2,7.92
2399,2zdt,8.02
2400,2oiq,5.0
2401,1svh,6.44
2402,4p10,8.1
2403,4jne,5.86
2404,1eol,13.42
2405,4uvy,8.26
2406,5cfb,7.28
2407,3nuu,3.77
2408,1nj1,7.6
2409,4idz,4.36
2410,4fmn,6.1
2411,2qbx,5.22
2412,1h2t,7.89
2413,4ahs,2.19
2414,1bm7,7.52
2415,2irz,7.92
2416,2ilp,4.82
2417,3oyq,7.99
2418,4alw,7.57
2419,2qdt,5.19
2420,1rek,6.7
2421,2r6y,9.49
2422,2pem,3.64
2423,4mbf,5.77
2424,4rpv,8.52
2425,1ahy,3.36
2426,4kc2,3.31
2427,1lgt,6.1
2428,2xey,5.19
2429,3k15,4.92
2430,1mqj,5.32
2431,2xp2,9.0
2432,2c69,4.59
2433,5ajw,6.98
2434,2ez5,5.52
2435,1fv9,5.0
2436,4o75,4.68
2437,2i1r,5.01
2438,2qlf,8.85
2439,3ljg,7.73
2440,4fn5,6.76
2441,5dde,7.19
2442,2r5d,10.15
2443,1o30,6.77
2444,3dda,3.88
2445,4ih6,4.74
2446,4bdj,5.14
2447,2f7p,6.6
2448,1ux7,3.0
2449,1lfo,6.7
2450,2qi0,7.38
2451,4pkw,4.65
2452,3we4,7.82
2453,4rfc,8.24
2454,2nnp,8.37
2455,3po6,7.06
2456,2y2h,4.57
2457,1pkx,6.92
2458,2j7x,8.77
2459,1lkl,5.81
2460,3wp0,4.99
2461,4k6w,5.35
2462,4att,6.98
2463,4r73,7.64
2464,4cst,8.89
2465,4z2h,5.08
2466,3f16,8.23
2467,3sm2,9.7
2468,1njb,5.8
2469,1sqo,7.46
2470,1d4j,8.36
2471,4bda,5.57
2472,4zun,4.59
2473,1bwa,8.6
2474,2k2g,8.12
